"","device_id","n_distinct(app_id)"
"2021",-7612176171919857664,32
"2022",-7612118618328682496,27
"2023",-7611802753651518464,38
"2024",-7610091763388238848,20
"2025",-7.609229535775e+18,97
"2026",-7608773162120127488,24
"2027",-7608317059726234624,12
"2028",-7608265691401093120,30
"2029",-7606900513412651008,40
"2030",-7606762441576262656,9
"2031",-7605181491355097088,187
"2032",-7605119760730779648,58
"2033",-7604636912199049216,47
"2034",-7604363099047717888,33
"2035",-7603777855807306752,33
"2036",-7603634268456088576,23
"2037",-7601657626016793600,62
"2038",-7601562400683149312,19
"2039",-7600851242672918528,23
"2040",-7600609959092868096,49
"2041",-7600207511264125952,41
"2042",-7599477497230763008,38
"2043",-7597869775781046272,24
"2044",-7597794402148876288,47
"2045",-7596661391878497280,31
"2046",-7595649250159412224,26
"2047",-7595345130903817216,26
"2048",-7594740869081633792,55
"2049",-7591511241211994112,19
"2050",-7590322639769605120,74
"2051",-7588975611629093888,30
"2052",-7588426944908759040,11
"2053",-7588198671980908544,42
"2054",-7587283571831374848,41
"2055",-7586458631495316480,61
"2056",-7585930627789230080,36
"2057",-7585553107734130688,27
"2058",-7585503110203753472,24
"2059",-7585111587415070720,30
"2060",-7583919241010939904,2
"2061",-7581208816153122816,20
"2062",-7579373459778551808,30
"2063",-7576786102300427264,26
"2064",-7576599921872828416,23
"2065",-7575995982209846272,52
"2066",-7575090845989570560,15
"2067",-7575034366143152128,29
"2068",-7574546316365381632,28
"2069",-7573691543383007232,105
"2070",-7573022982877766656,15
"2071",-7570516240974563328,49
"2072",-7567489934034790400,46
"2073",-7567402485735900160,50
"2074",-7565435555963979776,53
"2075",-7564631609434779648,16
"2076",-7564284302549979136,37
"2077",-7563926483233724416,34
"2078",-7563258936376823808,66
"2079",-7563213755195459584,30
"2080",-7562884255626594304,46
"2081",-7556329300731309056,21
"2082",-7556320601981763584,54
"2083",-7556268099246751744,25
"2084",-7555267884495560704,18
"2085",-7554934376153639936,13
"2086",-7554872679834205184,10
"2087",-7550514713388385280,78
"2088",-7549869067450740736,59
"2089",-7549047047697887232,33
"2090",-7548855810497740800,37
"2091",-7548851468666011648,26
"2092",-7548291590301750272,8
"2093",-7546978048798342144,36
"2094",-7546366981087098880,53
"2095",-7546275281578754048,28
"2096",-7545532417211373568,12
"2097",-7.544799277431e+18,22
"2098",-7544761824415975424,10
"2099",-7544647608482061312,25
"2100",-7543817374009022464,48
"2101",-7543777354189481984,38
"2102",-7543605604869881856,37
"2103",-7540773226347030528,31
"2104",-7540593975427182592,58
"2105",-7540523511313728512,51
"2106",-7540120079266181120,40
"2107",-7539663747553098752,70
"2108",-7539004518013658112,25
"2109",-7538626358261120000,29
"2110",-7538612803818607616,24
"2111",-7538606126801422336,27
"2112",-7537946588695097344,25
"2113",-7537411603520043008,27
"2114",-7536572860803617792,57
"2115",-7536369328322104320,36
"2116",-7535879230834666496,27
"2117",-7535866119557877760,28
"2118",-7534653333966656512,33
"2119",-7534283352498534400,64
"2120",-7534012011180949504,84
"2121",-7531393605612914688,29
"2122",-7.53000686797e+18,49
"2123",-7529698521725817856,34
"2124",-7527017760122470400,16
"2125",-7525858863574407168,80
"2126",-7525533316946774016,27
"2127",-7524673884943345664,49
"2128",-7523895187375234048,32
"2129",-7523643740337628160,46
"2130",-7521114230084975616,22
"2131",-7520808457019381760,22
"2132",-7520263808541201408,68
"2133",-7519909646873463808,51
"2134",-7519812521394577408,26
"2135",-7517280386945059840,36
"2136",-7516591410836104192,28
"2137",-7516440352534368256,45
"2138",-7515079182661676032,13
"2139",-7513478293429750784,25
"2140",-7513476018294521856,51
"2141",-7511812889623228416,25
"2142",-7511278639487022080,36
"2143",-7511184468363706368,101
"2144",-7510782190241293312,42
"2145",-7510660055236519936,30
"2146",-7509531929278699520,26
"2147",-7509127332023927808,97
"2148",-7507087039862162432,35
"2149",-7506065660361757696,24
"2150",-7505472515736689664,29
"2151",-7505063740126954496,62
"2152",-7504810843006204928,12
"2153",-7504712519157185536,39
"2154",-7503844289090256896,82
"2155",-7503593821571279872,63
"2156",-7501359265399611392,34
"2157",-7500839935858712576,172
"2158",-7500396425663222784,38
"2159",-7500045804733752320,30
"2160",-7499038614700858368,41
"2161",-7498699284690612224,34
"2162",-7498240650544398336,41
"2163",-7497851200036431872,25
"2164",-7497813346482030592,30
"2165",-7497809113538359296,21
"2166",-7497722881694814208,30
"2167",-7496467986183585792,42
"2168",-7495059248556453888,23
"2169",-7495008224507281408,81
"2170",-7494879861300825088,30
"2171",-7494307099820556288,19
"2172",-7493825418224629760,78
"2173",-7489877432206593024,64
"2174",-7488652561055304704,51
"2175",-7488634270063228928,17
"2176",-7487833332033295360,49
"2177",-7487588166718312448,31
"2178",-7486188513282088960,57
"2179",-7484524530524707840,39
"2180",-7484044597913247744,33
"2181",-7484017950236126208,18
"2182",-7483856961866778624,17
"2183",-7483271637824326656,28
"2184",-7482753445762675712,23
"2185",-7482697814973448192,19
"2186",-7482420103103570944,21
"2187",-7481297260646585344,40
"2188",-7479119740201889792,28
"2189",-7478158881594228736,29
"2190",-7475797158432168960,30
"2191",-7475733187782427648,17
"2192",-7474689189882113024,14
"2193",-7473662272495403008,37
"2194",-7473273959448634368,43
"2195",-7473223257545605120,52
"2196",-7471010782301938688,52
"2197",-7470932456972625920,13
"2198",-7469681698876945408,13
"2199",-7469569004673006592,45
"2200",-7469384939364152320,111
"2201",-7469149385725314048,39
"2202",-7468172217726239744,91
"2203",-7467596356374522880,22
"2204",-7466739599160612864,27
"2205",-7466506165999728640,14
"2206",-7466460827170829312,56
"2207",-7464656967220876288,43
"2208",-7464543035045993472,116
"2209",-7463604913666156544,36
"2210",-7462525536883102720,39
"2211",-7461398933871689728,32
"2212",-7461134301915717632,101
"2213",-7460880011081553920,41
"2214",-7460202021130191872,21
"2215",-7460141194275681280,52
"2216",-7459901237312468992,26
"2217",-7458893613335673856,29
"2218",-7457824293678213120,39
"2219",-7.457687262066e+18,29
"2220",-7457571803746499584,22
"2221",-7457082304618801152,79
"2222",-7455277843961273344,43
"2223",-7454825930662260736,37
"2224",-7452296459489890304,33
"2225",-7451384357444873216,38
"2226",-7449034175290236928,41
"2227",-7448093538825065472,39
"2228",-7446771362051076096,39
"2229",-7446623210906759168,70
"2230",-7445920227502872576,52
"2231",-7445768044780429312,41
"2232",-7445584304266018816,15
"2233",-7445338073907384320,107
"2234",-7443632680011158528,85
"2235",-7442749635631233024,63
"2236",-7442618391298104320,36
"2237",-7442326858937982976,51
"2238",-7442235763227926528,18
"2239",-7442122401541294080,43
"2240",-7442105371815190528,53
"2241",-7440204304119250944,54
"2242",-7439746353950027776,10
"2243",-7439732822896509952,14
"2244",-7439591328923766784,45
"2245",-7438109970629192704,26
"2246",-7435527750825086976,21
"2247",-7434993172541197312,23
"2248",-7434487739451886592,42
"2249",-7433583367353064448,30
"2250",-7433328243491540992,22
"2251",-7431882452635578368,47
"2252",-7431505306966454272,30
"2253",-7431126618943057920,42
"2254",-7431126524456971264,21
"2255",-7430262216439706624,74
"2256",-7429332594908283904,32
"2257",-7428776546965783552,52
"2258",-7428765966793015296,53
"2259",-7428643178708054016,26
"2260",-7427010829501652992,47
"2261",-7425775483319134208,23
"2262",-7425118406957725696,42
"2263",-7424875750204529664,56
"2264",-7424503231451351040,58
"2265",-7422845796387637248,27
"2266",-7422531350679433216,40
"2267",-7420691534420968448,54
"2268",-7417241229334258688,67
"2269",-7417072044109079552,12
"2270",-7415639256247779328,22
"2271",-7414880592248975360,38
"2272",-7414572569529733120,31
"2273",-7414469138374090752,30
"2274",-7413646861731686400,49
"2275",-7412699164649536512,22
"2276",-7411259588679269376,24
"2277",-7410679970237215744,233
"2278",-7410516527666535424,38
"2279",-7410176697324185600,26
"2280",-7410147421600595968,36
"2281",-7409267423009514496,52
"2282",-7409213137292489728,12
"2283",-7409160143084173312,27
"2284",-7408956566219194368,78
"2285",-7408352169497567232,99
"2286",-7407995177190696960,32
"2287",-7407790803663116288,55
"2288",-7407278952624700416,30
"2289",-7407278020864461824,15
"2290",-7406698035137236992,65
"2291",-7405835738475940864,24
"2292",-7.404455151287e+18,19
"2293",-7403571147647508480,56
"2294",-7402699644594236416,46
"2295",-7401257897014202368,17
"2296",-7400804524531206144,42
"2297",-7400049074130525184,33
"2298",-7.399940938707e+18,36
"2299",-7399695264397636608,32
"2300",-7399140837080539136,43
"2301",-7398590038826035200,40
"2302",-7397876767925113856,24
"2303",-7397830428256703488,34
"2304",-7396657159813609472,19
"2305",-7396006228967562240,16
"2306",-7393811260381583360,8
"2307",-7393034906613545984,27
"2308",-7388795025920697344,20
"2309",-7388525163715187712,77
"2310",-7387945516430081024,87
"2311",-7387819599066930176,27
"2312",-7386888668750904320,23
"2313",-7386712837314927616,40
"2314",-7386548654179096576,56
"2315",-7385700424256872448,22
"2316",-7385273945325845504,35
"2317",-7383770659424238592,24
"2318",-7381976878520173568,52
"2319",-7381164836486273024,22
"2320",-7380388042901459968,95
"2321",-7380248691354556416,30
"2322",-7378379428098542592,41
"2323",-7378218997797816320,47
"2324",-7376053241250722816,44
"2325",-7374682903156176896,37
"2326",-7372381222956531712,27
"2327",-7371106896662049792,24
"2328",-7370929449766850560,32
"2329",-7369689650429993984,57
"2330",-7368063531368252416,22
"2331",-7367955888146804736,32
"2332",-7367880199489618944,51
"2333",-7367244787727113216,19
"2334",-7366781772398812160,56
"2335",-7366436068711109632,10
"2336",-7366247363183057920,25
"2337",-7365183064734858240,37
"2338",-7364543959535806464,26
"2339",-7364156922720833536,15
"2340",-7363717942236341248,41
"2341",-7363549161479412736,101
"2342",-7363532045204400128,23
"2343",-7362758048153899008,33
"2344",-7362179592318965760,20
"2345",-7361568263515983872,34
"2346",-7360369948592141312,21
"2347",-7359805850750543872,40
"2348",-7359411047897394176,51
"2349",-7355450742113634304,16
"2350",-7354550254211023872,72
"2351",-7353968531785933824,44
"2352",-7352764895691374592,55
"2353",-7351810112691389440,67
"2354",-7350929143072937984,52
"2355",-7350541419056966656,52
"2356",-7350407735760258048,51
"2357",-7348997204802409472,22
"2358",-7348961925384709120,54
"2359",-7348161447010441216,29
"2360",-7347930744784950272,37
"2361",-7347698985510470656,83
"2362",-7346780626365470720,91
"2363",-7346036602447213568,54
"2364",-7345230245137899520,33
"2365",-7344060563154037760,29
"2366",-7343983792766386176,41
"2367",-7343223687557448704,32
"2368",-7342644041725822976,60
"2369",-7341752499532595200,29
"2370",-7340525194273082368,61
"2371",-7339705869208712192,93
"2372",-7339373567017210880,24
"2373",-7337952550092307456,4
"2374",-7336590064999672832,7
"2375",-7336460601002208256,39
"2376",-7335663706624405504,42
"2377",-7334426803188983808,45
"2378",-7334132016500590592,23
"2379",-7333699254320857088,39
"2380",-7333254297100722176,100
"2381",-7333077879479661568,33
"2382",-7330857018691947520,38
"2383",-7329871665000076288,56
"2384",-7328709357224665088,48
"2385",-7328616706171684864,32
"2386",-7327940111018155008,85
"2387",-7326973839254419456,13
"2388",-7326130976034892800,16
"2389",-7325424642476097536,78
"2390",-7324369287810342912,33
"2391",-7324160216202605568,45
"2392",-7323646344254754816,38
"2393",-7322610639205330944,28
"2394",-7322504257036966912,23
"2395",-7320590913156220928,14
"2396",-7320377055175038976,44
"2397",-7319671561866655744,70
"2398",-7318199582336153600,45
"2399",-7317818536855647232,67
"2400",-7317324722135409664,15
"2401",-7316461925750206464,34
"2402",-7316264643002356736,42
"2403",-7315348500374365184,25
"2404",-7315337515783864320,24
"2405",-7314667539032554496,19
"2406",-7314067039317617664,3
"2407",-7313406673233551360,48
"2408",-7312328304648475648,24
"2409",-7311000407795306496,20
"2410",-7310530664667421696,45
"2411",-7.3103482459e+18,72
"2412",-7308896176652424192,26
"2413",-7308626418145929216,28
"2414",-7308076296903794688,43
"2415",-7308040071914602496,46
"2416",-7306877916891585536,63
"2417",-7306135389406963712,8
"2418",-7304286245029037056,71
"2419",-7303892551043368960,45
"2420",-7302848524641115136,35
"2421",-7301722368293280768,29
"2422",-7301544537376795648,64
"2423",-7301078842774035456,52
"2424",-7300868227923869696,86
"2425",-7300586219959474176,32
"2426",-7298905393961835520,54
"2427",-7297938798754280448,44
"2428",-7296688647213596672,75
"2429",-7296611645649401856,19
"2430",-7295927205436155904,19
"2431",-7295591178573421568,49
"2432",-7294779569758090240,34
"2433",-7294640568057753600,65
"2434",-7294389023189241856,37
"2435",-7294316092372870144,33
"2436",-7292522866864976896,14
"2437",-7291178335376474112,40
"2438",-7290716143510522880,49
"2439",-7.288131256076e+18,40
"2440",-7286621302721075200,28
"2441",-7286531410224859136,31
"2442",-7285887316588852224,19
"2443",-7283231723833067520,53
"2444",-7282613697691155456,20
"2445",-7280569030311283712,25
"2446",-7279195001514132480,32
"2447",-7278621257125193728,15
"2448",-7.276920910952e+18,71
"2449",-7276505293991297024,39
"2450",-7275422412456762368,43
"2451",-7274881631877550080,51
"2452",-7274877540441269248,29
"2453",-7274563033052570624,48
"2454",-7274511748440278016,24
"2455",-7274304123443522560,39
"2456",-7274182529851218944,18
"2457",-7273298853712740352,18
"2458",-7273063759644063744,47
"2459",-7271447259540556800,73
"2460",-7271319853104671744,34
"2461",-7270734541404669952,24
"2462",-7268410359293254656,49
"2463",-7267230529258940416,59
"2464",-7264079932494246912,31
"2465",-7261935474625052672,28
"2466",-7261924587447588864,17
"2467",-7261669655667118080,36
"2468",-7261264382130224128,47
"2469",-7259112553687931904,113
"2470",-7257469426882076672,31
"2471",-7257030541941835776,23
"2472",-7256865978190930944,40
"2473",-7256584928501885952,22
"2474",-7256194774364816384,36
"2475",-7255093807714313216,30
"2476",-7254971346525637632,16
"2477",-7254397047536146432,25
"2478",-7253583341006840832,43
"2479",-7253346791493395456,27
"2480",-7252258238649825280,41
"2481",-7250909406368131072,5
"2482",-7250663524262443008,33
"2483",-7250088706397511680,71
"2484",-7249436302702611456,28
"2485",-7249416286875843584,24
"2486",-7246013195014085632,64
"2487",-7244685560074497024,39
"2488",-7243696789755487232,25
"2489",-7243390230833381376,29
"2490",-7242969111388561408,35
"2491",-7242889615620530176,12
"2492",-7242854742724142080,25
"2493",-7240055874464225280,102
"2494",-7239807001129618432,28
"2495",-7239488994483135488,47
"2496",-7237698183520872448,28
"2497",-7237261367535739904,37
"2498",-7235823783698565120,72
"2499",-7235451164531049472,22
"2500",-7235337467318151168,41
"2501",-7233603936202892288,25
"2502",-7232625765312745472,34
"2503",-7232223550139954176,60
"2504",-7232162447289737216,47
"2505",-7232119701913724928,54
"2506",-7231437675170009088,53
"2507",-7230931826889361408,27
"2508",-7230865446330830848,44
"2509",-7228735519652101120,50
"2510",-7228151817435787264,43
"2511",-7228131901120721920,65
"2512",-7227802011937410048,40
"2513",-7226126982414332928,148
"2514",-7225208658784969728,28
"2515",-7223783465221235712,29
"2516",-7221009262433617920,20
"2517",-7.220802973552e+18,31
"2518",-7219462334848877568,22
"2519",-7218893809278216192,112
"2520",-7218221365876019200,41
"2521",-7217988096640906240,89
"2522",-7217476777626436608,32
"2523",-7216774850413406208,39
"2524",-7216269352973402112,20
"2525",-7216098183952556032,32
"2526",-7211797801395833856,34
"2527",-7209080868163022848,18
"2528",-7205882604076439552,25
"2529",-7205658089420705792,27
"2530",-7205098341649976320,80
"2531",-7204223135782076416,30
"2532",-7204083405604618240,19
"2533",-7202237584788586496,69
"2534",-7201261655199339520,26
"2535",-7199389792319035392,22
"2536",-7198265851912013824,43
"2537",-7197993283781181440,33
"2538",-7197910564421085184,80
"2539",-7195548808900304896,8
"2540",-7191373873808720896,50
"2541",-7190904244892635136,43
"2542",-7190531690266129408,44
"2543",-7190254362192584704,83
"2544",-7190171029834718208,28
"2545",-7189645678323975168,14
"2546",-7189450537783815168,22
"2547",-7189381599207435264,29
"2548",-7188471374655529984,42
"2549",-7185241955796589568,9
"2550",-7184988755097247744,32
"2551",-7184140489226281984,38
"2552",-7180787915077915648,41
"2553",-7180709990645089280,18
"2554",-7.178548982399e+18,43
"2555",-7178390008674859008,41
"2556",-7178227437270289408,30
"2557",-7177379874945063936,23
"2558",-7177089849637991424,59
"2559",-7176193430410055680,26
"2560",-7174533601766913024,49
"2561",-7173750192801142784,15
"2562",-7172916949501348864,63
"2563",-7172324051111735296,47
"2564",-7172100531467651072,8
"2565",-7171964538923355136,67
"2566",-7171745392747269120,32
"2567",-7169750942019694592,59
"2568",-7169722728764162048,19
"2569",-7167152729656076288,27
"2570",-7166574871971862528,38
"2571",-7163721194332676096,18
"2572",-7163144824278888448,4
"2573",-7162822516541337600,18
"2574",-7162512589106300928,36
"2575",-7162032103208791040,35
"2576",-7161189737616598016,29
"2577",-7161052962462701568,77
"2578",-7160502811630570496,58
"2579",-7159585505346540544,23
"2580",-7156753900236743680,56
"2581",-7155773106266742784,43
"2582",-7155485464763416576,27
"2583",-7155482943816900608,42
"2584",-7155183277683561472,22
"2585",-7155173272007349248,20
"2586",-7154728196379739136,59
"2587",-7154432501773602816,19
"2588",-7154018940731022336,37
"2589",-7153993617894360064,29
"2590",-7153106574939714560,17
"2591",-7152241829537833984,41
"2592",-7151673574737944576,26
"2593",-7151289597790413824,22
"2594",-7150287637038214144,18
"2595",-7148523156401628160,6
"2596",-7148387652372275200,36
"2597",-7147727891522183168,23
"2598",-7146873284795668480,14
"2599",-7146523025031567360,82
"2600",-7145999226546744320,37
"2601",-7145568233434143744,60
"2602",-7145291116658268160,16
"2603",-7144965842025147392,49
"2604",-7144203802584587264,26
"2605",-7143841562291491840,41
"2606",-7143830371052585984,99
"2607",-7143679798306489344,8
"2608",-7142895500054443008,16
"2609",-7142818451306398720,31
"2610",-7141566883099260928,44
"2611",-7141324052662071296,29
"2612",-7139578362132260864,25
"2613",-7137702756536066048,28
"2614",-7137442833382187008,8
"2615",-7137010627670924288,27
"2616",-7136979479054219264,16
"2617",-7136928135744906240,4
"2618",-7136035279080366080,30
"2619",-7135936177457163264,95
"2620",-7135075731283681280,21
"2621",-7135060572554987520,97
"2622",-7134445318210405376,27
"2623",-7134038657919297536,21
"2624",-7133531531986333696,11
"2625",-7133364282667899904,41
"2626",-7131224815424805888,24
"2627",-7130395916805923840,63
"2628",-7130393410036961280,33
"2629",-7129868238211132416,43
"2630",-7129633838995526656,114
"2631",-7128850649987290112,25
"2632",-7127834038461962240,52
"2633",-7125998754016242688,83
"2634",-7124168683771779072,39
"2635",-7123140126757107712,22
"2636",-7120386356964732928,81
"2637",-7120307418196938752,34
"2638",-7119902149262024704,22
"2639",-7119720796300126208,35
"2640",-7119120993394422784,7
"2641",-7118761105630609408,33
"2642",-7115484458510870528,95
"2643",-7114450614836300800,31
"2644",-7114330855419295744,62
"2645",-7112668234054823936,19
"2646",-7111093054613673984,37
"2647",-7110645173550276608,68
"2648",-7110636815794718720,58
"2649",-7110257943051463680,40
"2650",-7109698933335033856,21
"2651",-7108476402844736512,46
"2652",-7108285979277403136,79
"2653",-7108194324522131456,78
"2654",-7107900848664544256,51
"2655",-7106494873898833920,51
"2656",-7106310569163588608,41
"2657",-7105988917740046336,42
"2658",-7105422745732929536,36
"2659",-7105090171292257280,27
"2660",-7104965990381804544,45
"2661",-7104482773419684864,21
"2662",-7104300325624047616,21
"2663",-7102104411547008000,36
"2664",-7099482677704982528,27
"2665",-7099126570874753024,29
"2666",-7099011701256783872,33
"2667",-7098327507549720576,14
"2668",-7098187845696953344,17
"2669",-7097751646900815872,34
"2670",-7097683718165790720,16
"2671",-7097452213620761600,29
"2672",-7097098003638181888,28
"2673",-7096840043298673664,48
"2674",-7096723289701769216,22
"2675",-7096536484618975232,24
"2676",-7096069104061389824,60
"2677",-7093964873336664064,14
"2678",-7093500438611537920,48
"2679",-7093465709128323072,32
"2680",-7092616170217656320,56
"2681",-7091936224049417216,40
"2682",-7090403280186841088,23
"2683",-7090065512447710208,17
"2684",-7090013014513011712,28
"2685",-7089291660810110976,61
"2686",-7089276815966200832,35
"2687",-7089273117672404992,35
"2688",-7088449429870357504,4
"2689",-7083870020581368832,38
"2690",-7083695890847990784,39
"2691",-7083522669425907712,31
"2692",-7083318075323952128,56
"2693",-7082440603157852160,26
"2694",-7081909250247964672,35
"2695",-7081696914487383040,22
"2696",-7080758530663942144,35
"2697",-7080446879990322176,16
"2698",-7079635384229629952,61
"2699",-7079499512921519104,56
"2700",-7079327889020937216,31
"2701",-7078502162400957440,43
"2702",-7077890798191875072,15
"2703",-7077172984196990976,31
"2704",-7076838702747717632,97
"2705",-7076621496859057152,39
"2706",-7075553501345897472,39
"2707",-7075324562375538688,43
"2708",-7075059585309289472,28
"2709",-7074696261128904704,60
"2710",-7072293807274539008,26
"2711",-7071991265702261760,88
"2712",-7071923665678679040,26
"2713",-7071521323017198592,30
"2714",-7071029814683098112,26
"2715",-7070580807994285056,38
"2716",-7070444801944654848,42
"2717",-7070385175856743424,14
"2718",-7069822700313847808,34
"2719",-7068808712009101312,27
"2720",-7067658902770076672,87
"2721",-7066503387552928768,34
"2722",-7065928101776723968,43
"2723",-7065078100475715584,29
"2724",-7064641461730760704,35
"2725",-7063996415847821312,39
"2726",-7063528378989287424,33
"2727",-7062768474312974336,44
"2728",-7061709711662479360,19
"2729",-7058539795642737664,52
"2730",-7057766843354868736,45
"2731",-7057153284340517888,60
"2732",-7057110734964039680,17
"2733",-7056909517993960448,23
"2734",-7056557056648046592,50
"2735",-7055495757972673536,40
"2736",-7055184218514818048,24
"2737",-7052719623154709504,53
"2738",-7052594280932649984,16
"2739",-7052571149421946880,20
"2740",-7051725457856296960,16
"2741",-7051451398853480448,23
"2742",-7051436954574791680,26
"2743",-7050866291419964416,50
"2744",-7048922380884936704,16
"2745",-7048277744849673216,14
"2746",-7046586939786986496,72
"2747",-7046501215922282496,52
"2748",-7045785660148981760,25
"2749",-7045119524579265536,119
"2750",-7044630460067169280,79
"2751",-7044502680526382080,19
"2752",-7044162184703847424,62
"2753",-7043793827483309056,4
"2754",-7043776009922553856,29
"2755",-7042703852309032960,42
"2756",-7041526257669180416,40
"2757",-7040791784866622464,71
"2758",-7040681931309978624,20
"2759",-7039261428198984704,32
"2760",-7039071881936486400,33
"2761",-7038672288289215488,27
"2762",-7037874584977087488,60
"2763",-7036668105798753280,63
"2764",-7036184213583127552,42
"2765",-7035538852513255424,41
"2766",-7035290954024211456,53
"2767",-7034665497667244032,14
"2768",-7034513735472216064,26
"2769",-7034194024204745728,31
"2770",-7031111209273959424,41
"2771",-7031034198661221376,17
"2772",-7030826982877988864,38
"2773",-7030812117962417152,33
"2774",-7030481748473374720,36
"2775",-7030395477590378496,34
"2776",-7029924767975949312,31
"2777",-7029291489183809536,27
"2778",-7028378599132618752,55
"2779",-7028335720584779776,29
"2780",-7027701790315834368,36
"2781",-7027527173711457280,7
"2782",-7022463207618722816,24
"2783",-7020524783691094016,38
"2784",-7020012970475236352,21
"2785",-7019837026433427456,105
"2786",-7018182187662917632,26
"2787",-7015445515608222720,34
"2788",-7015243797266152448,36
"2789",-7014521266699368448,55
"2790",-7013283292505945088,29
"2791",-7013002545922690048,27
"2792",-7012806883756764160,33
"2793",-7012765751099820032,31
"2794",-7012133937190646784,28
"2795",-7011341152251608064,63
"2796",-7010790388904129536,31
"2797",-7010656300564025344,34
"2798",-7010463648097642496,30
"2799",-7010225006994099200,24
"2800",-7009616045478716416,14
"2801",-7007340376081800192,108
"2802",-7006851447434434560,41
"2803",-7006846352408261632,19
"2804",-7006537844510983168,16
"2805",-7006138226710080512,48
"2806",-7004863583310972928,16
"2807",-7003154499314009088,24
"2808",-7003010024941119488,62
"2809",-7002040552914891776,25
"2810",-7001843227486874624,15
"2811",-7001142643807111168,53
"2812",-7000832249939229696,30
"2813",-7000705704176555008,37
"2814",-7000595041767254016,14
"2815",-7000398740250355712,47
"2816",-6999513528510152704,36
"2817",-6999253085185536000,28
"2818",-6997478151252907008,15
"2819",-6995573311402978304,15
"2820",-6995522769592312832,28
"2821",-6995521257441544192,15
"2822",-6995425684060384256,40
"2823",-6993225685510713344,29
"2824",-6992812627687324672,37
"2825",-6991897537233405952,19
"2826",-6991711169565220864,46
"2827",-6991680051718862848,60
"2828",-6991534327863068672,30
"2829",-6990983372714381312,31
"2830",-6988150479458679808,37
"2831",-6987978300480955392,38
"2832",-6986812551145850880,24
"2833",-6985029372660030464,55
"2834",-6983998259822148608,52
"2835",-6983232484206623744,36
"2836",-6980777538221090816,55
"2837",-6980477786994452480,25
"2838",-6979529063009474560,33
"2839",-6979478733643512832,12
"2840",-6977452975440606208,41
"2841",-6977343011909896192,34
"2842",-6974145228301931520,32
"2843",-6972875683989966848,27
"2844",-6972161348840664064,96
"2845",-6971157295692560384,126
"2846",-6970593614144754688,30
"2847",-6969961349828285440,43
"2848",-6969567229261987840,38
"2849",-6969460786104674304,54
"2850",-6.967729149296e+18,20
"2851",-6967515830401124352,25
"2852",-6966883855082100736,42
"2853",-6966661911539434496,61
"2854",-6966649552959318016,77
"2855",-6965815336508135424,40
"2856",-6965053631617890304,42
"2857",-6964845414026601472,27
"2858",-6963204261860290560,7
"2859",-6960149646889309184,22
"2860",-6959685249106768896,30
"2861",-6957350579117975552,11
"2862",-6956470242013818880,41
"2863",-6954484242603798528,70
"2864",-6954348469308478464,65
"2865",-6950169494564848640,33
"2866",-6950044424365805568,24
"2867",-6949077792380263424,74
"2868",-6948432742725600256,25
"2869",-6947764353727353856,32
"2870",-6947164967241067520,77
"2871",-6946985184043153408,40
"2872",-6945869622471793664,43
"2873",-6945638252174367744,52
"2874",-6943918318265075712,46
"2875",-6943358515144759296,31
"2876",-6942877956510038016,25
"2877",-6940318522815248384,29
"2878",-6940293561113410560,44
"2879",-6940140659720061952,19
"2880",-6938959956722188288,22
"2881",-6938508615119755264,35
"2882",-6936720737299706880,30
"2883",-6935936643172248576,58
"2884",-6935222475311224832,29
"2885",-6935125381565263872,55
"2886",-6934799849574682624,12
"2887",-6934576980358837248,11
"2888",-6933300727973832704,97
"2889",-6933210609461289984,24
"2890",-6932830243270018048,40
"2891",-6930508844824444928,22
"2892",-6926874748273273856,42
"2893",-6926347091752945664,74
"2894",-6925867818343672832,17
"2895",-6925480406979326976,29
"2896",-6925289388283765760,70
"2897",-6924808532339081216,9
"2898",-6924409195576133632,18
"2899",-6923033234020448256,38
"2900",-6922881088258059264,43
"2901",-6920605980300572672,29
"2902",-6919526751652655104,25
"2903",-6918646397145954304,36
"2904",-6918630685088562176,46
"2905",-6918058149299817472,12
"2906",-6917286334532728832,17
"2907",-6917178608739584000,20
"2908",-6914412197811269632,46
"2909",-6913833142197376000,43
"2910",-6913089000653770752,35
"2911",-6912048548074285056,25
"2912",-6911595174639695872,43
"2913",-6910034434543399936,68
"2914",-6909196951824216064,17
"2915",-6908741980914868224,46
"2916",-6905846718822251520,77
"2917",-6905166387765871616,29
"2918",-6902674669333031936,20
"2919",-6899283275313768448,34
"2920",-6897020094565110784,29
"2921",-6896436487822765056,64
"2922",-6894997955089729536,42
"2923",-6894920073259707392,13
"2924",-6894393228932936704,36
"2925",-6894046440498127872,31
"2926",-6893573111931014144,14
"2927",-6893547950404948992,25
"2928",-6892533809743399936,42
"2929",-6889040614410602496,19
"2930",-6888793136592482304,38
"2931",-6887525481849728000,145
"2932",-6886337938744197120,32
"2933",-6886109398259112960,30
"2934",-6885117655444423680,44
"2935",-6884057911731159040,45
"2936",-6883367726450050048,16
"2937",-6881663215151819776,43
"2938",-6881329257667185664,38
"2939",-6880965893023645696,38
"2940",-6878870529285968896,17
"2941",-6878090235734956032,31
"2942",-6877604122370071552,112
"2943",-6877225296126851072,33
"2944",-6876541075223249920,97
"2945",-6875853966426949632,58
"2946",-6875585507485886464,39
"2947",-6875340339220171776,124
"2948",-6874434652764361728,61
"2949",-6874014189349007360,11
"2950",-6872997132892011520,32
